Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of India",6636728,1223683,7860411,156010.06,3857759,"(B) Regional Rural Bank","2016-11-16"
"State Bank of India",33402185,39108630,72510815,1008385.38,50207039,"(A) Public Sector Banks","2016-11-23"
"State Bank of India",6649088,1226470,7875558,173766.92,3860124,"(B) Regional Rural Bank","2016-11-23"
"State Bank of India",33415862,39129546,72545408,1049668.08,50226646,"(A) Public Sector Banks","2016-11-30"
"State Bank of India",6672039,1232226,7904265,181383.13,3863540,"(B) Regional Rural Bank","2016-11-30"
"State Bank of India",33603094,39402859,73005953,1073089.23,50480928,"(A) Public Sector Banks","2016-12-07"
"State Bank of India",6667452,1247155,7914607,182771.77,3733440,"(B) Regional Rural Bank","2016-12-07"
"State Bank of India",33884290,39813060,73697350,1076233.17,50888131,"(A) Public Sector Banks","2016-12-14"
"State Bank of India",6293580,1102693,7396273,158269.99,3782803,"(B) Regional Rural Bank","2016-12-14"
"State Bank of India",34298438,40495617,74794055,1095607.39,51572120,"(A) Public Sector Banks","2016-12-21"
"State Bank of India",6321353,1110078,7431431,155360.27,3783904,"(B) Regional Rural Bank","2016-12-21"
"State Bank of India",34485389,40809159,75294548,1102932.61,51908501,"(A) Public Sector Banks","2016-12-28"
"State Bank of India",6279997,1002591,7282588,154398.31,3660314,"(B) Regional Rural Bank","2016-12-28"
"State Bank of India",35032589,41652567,76685156,1088657.59,52823713,"(A) Public Sector Banks","2017-01-04"
"State Bank of India",6308713,1007976,7316689,154076.37,3661489,"(B) Regional Rural Bank","2017-01-04"
"State Bank of India",35143436,41784385,76927821,1088657.59,52823713,"(A) Public Sector Banks","2017-01-11"
"State Bank of India",6334991,1010580,7345571,151560.49,3662048,"(B) Regional Rural Bank","2017-01-11"
"State Bank of India",36066190,43373862,79440052,1079663.93,54535871,"(A) Public Sector Banks","2017-01-18"
"State Bank of India",6841515,1112253,7953768,158618.68,3678054,"(B) Regional Rural Bank","2017-01-18"
"State Bank of India",36438525,44021226,80459751,1076222.68,55189812,"(A) Public Sector Banks","2017-01-25"
"State Bank of India",6872277,1118122,7990399,156994.46,3691665,"(B) Regional Rural Bank","2017-01-25"
