Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Canara Bank",3888276,1867375,5755651,72097.04,5637902,"(A) Public Sector Banks","2015-01-21"
"Canara Bank",384375,227636,612011,9086.28,609781,"(B) Regional Rural Bank","2015-01-21"
"Canara Bank",4174167,1983105,6157272,78803.75,6157272,"(A) Public Sector Banks","2015-05-27"
"Canara Bank",472959,325265,798224,20267.39,795303,"(B) Regional Rural Bank","2015-05-27"
"Canara Bank",4174167,1983105,6157272,92147.87,6157272,"(A) Public Sector Banks","2015-09-30"
"Canara Bank",511054,354189,865243,21180.53,865243,"(B) Regional Rural Bank","2015-09-30"
"Canara Bank",4998473,2263085,7261558,122729.2,6998886,"(A) Public Sector Banks","2016-02-03"
"Canara Bank",544167,375901,920068,21343.8,920068,"(B) Regional Rural Bank","2016-02-03"
"Canara Bank",5199705,2357867,7557572,135051.51,7101144,"(A) Public Sector Banks","2016-06-08"
"Canara Bank",567054,390023,957077,21418.99,957077,"(B) Regional Rural Bank","2016-06-08"
"Canara Bank",5385979,2393130,7779109,139522.31,7165662,"(A) Public Sector Banks","2016-10-12"
"Canara Bank",596147,408159,1004306,21462.13,1004306,"(B) Regional Rural Bank","2016-10-12"
"Canara Bank",4353969,2026836,6380805,197575.92,4266915,"(A) Public Sector Banks","2017-02-15"
"Canara Bank",640437,438303,1078740,60354.97,1042116,"(B) Regional Rural Bank","2017-02-15"
"Canara Bank",4477289,2082786,6560075,175146.12,4271403,"(A) Public Sector Banks","2017-06-21"
"Canara Bank",641701,438976,1080677,52619.01,1052810,"(B) Regional Rural Bank","2017-06-21"
"Canara Bank",4592665,2121367,6714032,179275.74,4270179,"(A) Public Sector Banks","2017-10-25"
"Canara Bank",642695,439568,1082263,52636.62,1054292,"(B) Regional Rural Bank","2017-10-25"
"Canara Bank",4617720,2103094,6720814,193628.43,4234120,"(A) Public Sector Banks","2018-02-28"
"Canara Bank",646030,440401,1086431,53584.29,1057475,"(B) Regional Rural Bank","2018-02-28"
"Canara Bank",4711411,2135879,6847290,204148.23,4248035,"(A) Public Sector Banks","2018-07-11"
"Canara Bank",647839,441661,1089500,53928.74,1061349,"(B) Regional Rural Bank","2018-07-11"
"Canara Bank",5208274,2361544,7569818,134767.38,7107608,"(A) Public Sector Banks","2016-06-15"
"Canara Bank",568204,390775,958979,21424.87,958979,"(B) Regional Rural Bank","2016-06-15"
"Canara Bank",5219250,2363853,7583103,134550.23,7115067,"(A) Public Sector Banks","2016-06-22"
"Canara Bank",570310,392087,962397,21425.59,962397,"(B) Regional Rural Bank","2016-06-22"
"Canara Bank",5234386,2366027,7600413,133975.03,7122563,"(A) Public Sector Banks","2016-06-29"
"Canara Bank",571991,393126,965117,21431.18,965117,"(B) Regional Rural Bank","2016-06-29"
"Canara Bank",5236330,2369653,7605983,136483.93,7129644,"(A) Public Sector Banks","2016-07-06"
"Canara Bank",573466,394028,967494,21433.33,967494,"(B) Regional Rural Bank","2016-07-06"
"Canara Bank",5237661,2370281,7607942,136679.26,7130846,"(A) Public Sector Banks","2016-07-13"
"Canara Bank",574581,394741,969322,21435.49,969322,"(B) Regional Rural Bank","2016-07-13"
"Canara Bank",5237987,2370393,7608380,136638.88,7131883,"(A) Public Sector Banks","2016-07-20"
"Canara Bank",577097,396333,973430,21436.43,973430,"(B) Regional Rural Bank","2016-07-20"
"Canara Bank",5270653,2338904,7609557,135862.86,7133655,"(A) Public Sector Banks","2016-07-27"
"Canara Bank",578701,397348,976049,21437.79,976049,"(B) Regional Rural Bank","2016-07-27"
"Canara Bank",5252568,2363012,7615580,135862.86,7135055,"(A) Public Sector Banks","2016-08-03"
"Canara Bank",574581,394741,969322,21435.49,979999,"(B) Regional Rural Bank","2016-08-03"
"Canara Bank",5264705,2362742,7627447,139170.46,7137079,"(A) Public Sector Banks","2016-08-10"
"Canara Bank",582858,399938,982796,21450.47,982796,"(B) Regional Rural Bank","2016-08-10"
"Canara Bank",5284468,2348827,7633295,137807.49,7139649,"(A) Public Sector Banks","2016-08-17"
"Canara Bank",584537,400971,985508,21450.86,985508,"(B) Regional Rural Bank","2016-08-17"
"Canara Bank",5284331,2367478,7651809,137887.3,7143046,"(A) Public Sector Banks","2016-08-24"
"Canara Bank",586892,402453,989345,21453.23,989345,"(B) Regional Rural Bank","2016-08-24"
"Canara Bank",5340895,2338122,7679017,137739.89,7146694,"(A) Public Sector Banks","2016-08-31"
"Canara Bank",587661,402947,990608,21457.03,990608,"(B) Regional Rural Bank","2016-08-31"
"Canara Bank",5336552,2365257,7701809,139623.6,7150374,"(A) Public Sector Banks","2016-09-07"
"Canara Bank",587791,403072,990863,21457.32,990863,"(B) Regional Rural Bank","2016-09-07"
"Canara Bank",5337725,2382283,7720008,139529.49,7153504,"(A) Public Sector Banks","2016-09-14"
"Canara Bank",587861,403131,990992,21457.45,990992,"(B) Regional Rural Bank","2016-09-14"
"Canara Bank",5358609,2375048,7733657,139300.97,7156785,"(A) Public Sector Banks","2016-09-21"
"Canara Bank",589677,404229,993906,21458.67,993906,"(B) Regional Rural Bank","2016-09-21"
"Canara Bank",5364335,2386834,7751169,139027.2,7159371,"(A) Public Sector Banks","2016-09-28"
"Canara Bank",590683,404824,995507,21458.81,995507,"(B) Regional Rural Bank","2016-09-28"
"Canara Bank",5388190,2384320,7772510,140964.17,7162888,"(A) Public Sector Banks","2016-10-05"
"Canara Bank",594617,407243,1001860,21461.71,1001860,"(B) Regional Rural Bank","2016-10-05"
"Canara Bank",5400294,2390339,7790633,140668.32,7168827,"(A) Public Sector Banks","2016-10-19"
"Canara Bank",597999,409284,1007283,21462.72,1007283,"(B) Regional Rural Bank","2016-10-19"
"Canara Bank",5400962,2400664,7801626,139997.32,7171730,"(A) Public Sector Banks","2016-10-26"
"Canara Bank",599948,410476,1010424,21465.04,1010424,"(B) Regional Rural Bank","2016-10-26"
"Canara Bank",5411659,2402101,7813760,141271.67,7174762,"(A) Public Sector Banks","2016-11-02"
"Canara Bank",600708,410945,1011653,21465.74,1011653,"(B) Regional Rural Bank","2016-11-02"
"Canara Bank",5427633,2398588,7826221,142791.01,7178006,"(A) Public Sector Banks","2016-11-09"
"Canara Bank",601180,411288,1012468,21466.38,1012468,"(B) Regional Rural Bank","2016-11-09"
"Canara Bank",5374573,2392656,7767229,217879.22,7180880,"(A) Public Sector Banks","2016-11-16"
"Canara Bank",603644,412897,1016541,41525.65,1015479,"(B) Regional Rural Bank","2016-11-16"
"Canara Bank",5375824,2392656,7768480,234183.53,7182159,"(A) Public Sector Banks","2016-11-23"
"Canara Bank",612024,418524,1030548,78615.2,1022440,"(B) Regional Rural Bank","2016-11-23"
"Canara Bank",5375824,2393868,7769692,232602.99,7185041,"(A) Public Sector Banks","2016-11-30"
"Canara Bank",625462,427552,1053014,79905.84,1032508,"(B) Regional Rural Bank","2016-11-30"
"Canara Bank",4339685,1842671,6182356,229099.57,4275277,"(A) Public Sector Banks","2016-12-07"
"Canara Bank",636942,436251,1073193,77770.99,1040063,"(B) Regional Rural Bank","2016-12-07"
"Canara Bank",4350458,1848179,6198637,226252.96,4275428,"(A) Public Sector Banks","2016-12-14"
"Canara Bank",638531,437310,1075841,77164.53,1040982,"(B) Regional Rural Bank","2016-12-14"
"Canara Bank",4279653,1951403,6231056,222318.16,4276787,"(A) Public Sector Banks","2016-12-21"
"Canara Bank",638823,437462,1076285,74076.56,1041119,"(B) Regional Rural Bank","2016-12-21"
"Canara Bank",4260352,1985355,6245707,220099.57,4277686,"(A) Public Sector Banks","2016-12-28"
